usage_id,customer_id,workspace_id,usage_date,active_users,workflows_run,sla_breach_count,ingested_at
USE-0008-0031,CUST-0008,WS-0008,2026-07-04,28,84,2,2026-07-04T02:00:00Z
USE-0008-0032,CUST-0008,WS-0008,2026-07-05,31,155,2,2026-07-05T02:00:00Z
USE-0008-0033,CUST-0008,WS-0008,2026-07-06,33,132,2,2026-07-06T02:00:00Z
USE-0008-0034,CUST-0008,WS-0008,2026-07-07,24,144,0,2026-07-07T02:00:00Z
USE-0008-0035,CUST-0008,WS-0008,2026-07-08,32,192,0,2026-07-08T02:00:00Z
USE-0008-0036,CUST-0008,WS-0008,2026-07-09,27,81,2,2026-07-09T02:00:00Z
USE-0008-0037,CUST-0008,WS-0008,2026-07-10,25,100,0,2026-07-10T02:00:00Z
USE-0008-0038,CUST-0008,WS-0008,2026-07-11,31,155,1,2026-07-11T02:00:00Z
USE-0008-0039,CUST-0008,WS-0008,2026-07-12,26,156,2,2026-07-12T02:00:00Z
USE-0008-0040,CUST-0008,WS-0008,2026-07-13,27,162,2,2026-07-13T02:00:00Z
USE-0008-0041,CUST-0008,WS-0008,2026-07-14,33,198,2,2026-07-14T02:00:00Z
USE-0008-0042,CUST-0008,WS-0008,2026-07-15,24,96,2,2026-07-15T02:00:00Z
USE-0008-0043,CUST-0008,WS-0008,2026-07-16,27,135,2,2026-07-16T02:00:00Z
USE-0008-0044,CUST-0008,WS-0008,2026-07-17,31,186,1,2026-07-17T02:00:00Z
USE-0008-0045,CUST-0008,WS-0008,2026-07-18,26,156,2,2026-07-18T02:00:00Z
USE-0008-0046,CUST-0008,WS-0008,2026-07-19,29,145,2,2026-07-19T02:00:00Z
USE-0008-0047,CUST-0008,WS-0008,2026-07-20,28,168,0,2026-07-20T02:00:00Z
USE-0008-0048,CUST-0008,WS-0008,2026-07-21,27,135,2,2026-07-21T02:00:00Z
USE-0008-0049,CUST-0008,WS-0008,2026-07-22,28,112,1,2026-07-22T02:00:00Z
USE-0008-0050,CUST-0008,WS-0008,2026-07-23,28,112,2,2026-07-23T02:00:00Z
USE-0008-0051,CUST-0008,WS-0008,2026-07-24,31,155,1,2026-07-24T02:00:00Z
USE-0008-0052,CUST-0008,WS-0008,2026-07-25,29,145,1,2026-07-25T02:00:00Z
USE-0008-0053,CUST-0008,WS-0008,2026-07-26,25,150,1,2026-07-26T02:00:00Z
USE-0008-0054,CUST-0008,WS-0008,2026-07-27,29,116,1,2026-07-27T02:00:00Z
USE-0008-0055,CUST-0008,WS-0008,2026-07-28,24,120,2,2026-07-28T02:00:00Z
USE-0008-0056,CUST-0008,WS-0008,2026-07-29,25,125,1,2026-07-29T02:00:00Z
USE-0008-0057,CUST-0008,WS-0008,2026-07-30,28,168,0,2026-07-30T02:00:00Z
USE-0008-0058,CUST-0008,WS-0008,2026-07-31,27,135,2,2026-07-31T02:00:00Z
USE-0008-0059,CUST-0008,WS-0008,2026-08-01,28,112,0,2026-08-01T02:00:00Z
USE-0008-0060,CUST-0008,WS-0008,2026-08-02,33,132,0,2026-08-02T02:00:00Z
USE-0008-0061,CUST-0008,WS-0008,2026-08-03,24,96,2,2026-08-03T02:00:00Z
USE-0008-0062,CUST-0008,WS-0008,2026-08-04,27,81,0,2026-08-04T02:00:00Z
USE-0008-0063,CUST-0008,WS-0008,2026-08-05,30,150,2,2026-08-05T02:00:00Z
USE-0008-0064,CUST-0008,WS-0008,2026-08-06,31,93,2,2026-08-06T02:00:00Z
USE-0008-0065,CUST-0008,WS-0008,2026-08-07,26,78,2,2026-08-07T02:00:00Z
USE-0008-0066,CUST-0008,WS-0008,2026-08-08,26,156,2,2026-08-08T02:00:00Z
USE-0008-0067,CUST-0008,WS-0008,2026-08-09,31,186,2,2026-08-09T02:00:00Z
USE-0008-0068,CUST-0008,WS-0008,2026-08-10,27,135,1,2026-08-10T02:00:00Z
USE-0008-0069,CUST-0008,WS-0008,2026-08-11,28,84,0,2026-08-11T02:00:00Z
USE-0008-0070,CUST-0008,WS-0008,2026-08-12,33,132,2,2026-08-12T02:00:00Z
USE-0008-0071,CUST-0008,WS-0008,2026-08-13,24,96,1,2026-08-13T02:00:00Z
USE-0008-0072,CUST-0008,WS-0008,2026-08-14,26,78,1,2026-08-14T02:00:00Z
USE-0008-0073,CUST-0008,WS-0008,2026-08-15,31,124,2,2026-08-15T02:00:00Z
USE-0008-0074,CUST-0008,WS-0008,2026-08-16,28,84,0,2026-08-16T02:00:00Z
USE-0008-0075,CUST-0008,WS-0008,2026-08-17,28,84,1,2026-08-17T02:00:00Z
USE-0008-0076,CUST-0008,WS-0008,2026-08-18,28,168,2,2026-08-18T02:00:00Z
USE-0008-0077,CUST-0008,WS-0008,2026-08-19,32,192,0,2026-08-19T02:00:00Z
USE-0008-0078,CUST-0008,WS-0008,2026-08-20,32,192,1,2026-08-20T02:00:00Z
USE-0008-0079,CUST-0008,WS-0008,2026-08-21,27,81,1,2026-08-21T02:00:00Z
USE-0008-0080,CUST-0008,WS-0008,2026-08-22,26,156,2,2026-08-22T02:00:00Z
USE-0008-0081,CUST-0008,WS-0008,2026-08-23,28,112,0,2026-08-23T02:00:00Z
USE-0008-0082,CUST-0008,WS-0008,2026-08-24,29,145,2,2026-08-24T02:00:00Z
USE-0008-0083,CUST-0008,WS-0008,2026-08-25,27,108,2,2026-08-25T02:00:00Z
USE-0008-0084,CUST-0008,WS-0008,2026-08-26,30,180,2,2026-08-26T02:00:00Z
USE-0008-0085,CUST-0008,WS-0008,2026-08-27,29,87,1,2026-08-27T02:00:00Z
USE-0008-0086,CUST-0008,WS-0008,2026-08-28,25,100,0,2026-08-28T02:00:00Z
USE-0008-0087,CUST-0008,WS-0008,2026-08-29,31,155,0,2026-08-29T02:00:00Z
USE-0008-0088,CUST-0008,WS-0008,2026-08-30,24,120,1,2026-08-30T02:00:00Z
USE-0008-0089,CUST-0008,WS-0008,2026-08-31,27,162,1,2026-08-31T02:00:00Z
USE-0008-0090,CUST-0008,WS-0008,2026-09-01,29,145,2,2026-09-01T02:00:00Z
USE-0009-0001,CUST-0009,WS-0009,2026-06-04,25,125,2,2026-06-04T02:00:00Z
USE-0009-0002,CUST-0009,WS-0009,2026-06-05,30,120,0,2026-06-05T02:00:00Z
USE-0009-0003,CUST-0009,WS-0009,2026-06-06,26,156,1,2026-06-06T02:00:00Z
USE-0009-0004,CUST-0009,WS-0009,2026-06-07,27,162,2,2026-06-07T02:00:00Z
USE-0009-0005,CUST-0009,WS-0009,2026-06-08,33,165,2,2026-06-08T02:00:00Z
USE-0009-0006,CUST-0009,WS-0009,2026-06-09,26,130,1,2026-06-09T02:00:00Z
USE-0009-0007,CUST-0009,WS-0009,2026-06-10,34,136,0,2026-06-10T02:00:00Z
USE-0009-0008,CUST-0009,WS-0009,2026-06-11,27,162,0,2026-06-11T02:00:00Z
USE-0009-0009,CUST-0009,WS-0009,2026-06-12,32,160,1,2026-06-12T02:00:00Z
USE-0009-0010,CUST-0009,WS-0009,2026-06-13,33,198,2,2026-06-13T02:00:00Z
USE-0009-0011,CUST-0009,WS-0009,2026-06-14,28,112,2,2026-06-14T02:00:00Z
USE-0009-0012,CUST-0009,WS-0009,2026-06-15,34,102,2,2026-06-15T02:00:00Z
USE-0009-0013,CUST-0009,WS-0009,2026-06-16,32,160,0,2026-06-16T02:00:00Z
USE-0009-0014,CUST-0009,WS-0009,2026-06-17,34,102,0,2026-06-17T02:00:00Z
USE-0009-0015,CUST-0009,WS-0009,2026-06-18,33,132,2,2026-06-18T02:00:00Z
USE-0009-0016,CUST-0009,WS-0009,2026-06-19,33,132,0,2026-06-19T02:00:00Z
USE-0009-0017,CUST-0009,WS-0009,2026-06-20,30,180,0,2026-06-20T02:00:00Z
USE-0009-0018,CUST-0009,WS-0009,2026-06-21,28,168,0,2026-06-21T02:00:00Z
USE-0009-0019,CUST-0009,WS-0009,2026-06-22,33,198,0,2026-06-22T02:00:00Z
USE-0009-0020,CUST-0009,WS-0009,2026-06-23,32,128,2,2026-06-23T02:00:00Z
USE-0009-0021,CUST-0009,WS-0009,2026-06-24,31,186,2,2026-06-24T02:00:00Z
USE-0009-0022,CUST-0009,WS-0009,2026-06-25,25,150,2,2026-06-25T02:00:00Z
USE-0009-0023,CUST-0009,WS-0009,2026-06-26,29,87,1,2026-06-26T02:00:00Z
USE-0009-0024,CUST-0009,WS-0009,2026-06-27,29,87,2,2026-06-27T02:00:00Z
USE-0009-0025,CUST-0009,WS-0009,2026-06-28,28,84,0,2026-06-28T02:00:00Z
USE-0009-0026,CUST-0009,WS-0009,2026-06-29,31,155,2,2026-06-29T02:00:00Z
USE-0009-0027,CUST-0009,WS-0009,2026-06-30,26,78,0,2026-06-30T02:00:00Z
USE-0009-0028,CUST-0009,WS-0009,2026-07-01,32,96,1,2026-07-01T02:00:00Z
USE-0009-0029,CUST-0009,WS-0009,2026-07-02,31,124,0,2026-07-02T02:00:00Z
USE-0009-0030,CUST-0009,WS-0009,2026-07-03,31,155,1,2026-07-03T02:00:00Z
USE-0009-0031,CUST-0009,WS-0009,2026-07-04,32,192,1,2026-07-04T02:00:00Z
USE-0009-0032,CUST-0009,WS-0009,2026-07-05,26,104,2,2026-07-05T02:00:00Z
USE-0009-0033,CUST-0009,WS-0009,2026-07-06,30,90,0,2026-07-06T02:00:00Z
USE-0009-0034,CUST-0009,WS-0009,2026-07-07,33,198,2,2026-07-07T02:00:00Z
USE-0009-0035,CUST-0009,WS-0009,2026-07-08,27,108,0,2026-07-08T02:00:00Z
USE-0009-0036,CUST-0009,WS-0009,2026-07-09,25,125,1,2026-07-09T02:00:00Z
USE-0009-0037,CUST-0009,WS-0009,2026-07-10,33,198,2,2026-07-10T02:00:00Z
USE-0009-0038,CUST-0009,WS-0009,2026-07-11,31,124,0,2026-07-11T02:00:00Z
USE-0009-0039,CUST-0009,WS-0009,2026-07-12,32,160,0,2026-07-12T02:00:00Z
USE-0009-0040,CUST-0009,WS-0009,2026-07-13,29,116,2,2026-07-13T02:00:00Z
USE-0009-0041,CUST-0009,WS-0009,2026-07-14,26,78,2,2026-07-14T02:00:00Z
USE-0009-0042,CUST-0009,WS-0009,2026-07-15,31,93,0,2026-07-15T02:00:00Z
USE-0009-0043,CUST-0009,WS-0009,2026-07-16,28,84,0,2026-07-16T02:00:00Z
USE-0009-0044,CUST-0009,WS-0009,2026-07-17,34,102,1,2026-07-17T02:00:00Z
USE-0009-0045,CUST-0009,WS-0009,2026-07-18,34,102,0,2026-07-18T02:00:00Z
USE-0009-0046,CUST-0009,WS-0009,2026-07-19,25,150,1,2026-07-19T02:00:00Z
USE-0009-0047,CUST-0009,WS-0009,2026-07-20,28,112,0,2026-07-20T02:00:00Z
USE-0009-0048,CUST-0009,WS-0009,2026-07-21,27,135,0,2026-07-21T02:00:00Z
USE-0009-0049,CUST-0009,WS-0009,2026-07-22,34,170,2,2026-07-22T02:00:00Z
USE-0009-0050,CUST-0009,WS-0009,2026-07-23,34,170,0,2026-07-23T02:00:00Z
USE-0009-0051,CUST-0009,WS-0009,2026-07-24,29,116,2,2026-07-24T02:00:00Z
USE-0009-0052,CUST-0009,WS-0009,2026-07-25,33,132,1,2026-07-25T02:00:00Z
USE-0009-0053,CUST-0009,WS-0009,2026-07-26,29,145,0,2026-07-26T02:00:00Z
USE-0009-0054,CUST-0009,WS-0009,2026-07-27,33,132,2,2026-07-27T02:00:00Z
USE-0009-0055,CUST-0009,WS-0009,2026-07-28,31,186,0,2026-07-28T02:00:00Z
USE-0009-0056,CUST-0009,WS-0009,2026-07-29,30,180,2,2026-07-29T02:00:00Z
USE-0009-0057,CUST-0009,WS-0009,2026-07-30,30,180,1,2026-07-30T02:00:00Z
USE-0009-0058,CUST-0009,WS-0009,2026-07-31,27,135,1,2026-07-31T02:00:00Z
USE-0009-0059,CUST-0009,WS-0009,2026-08-01,27,162,0,2026-08-01T02:00:00Z
USE-0009-0060,CUST-0009,WS-0009,2026-08-02,28,140,2,2026-08-02T02:00:00Z
USE-0009-0061,CUST-0009,WS-0009,2026-08-03,2,92,0,2026-08-03T02:00:00Z
USE-0009-0062,CUST-0009,WS-0009,2026-08-04,8,128,1,2026-08-04T02:00:00Z
USE-0009-0063,CUST-0009,WS-0009,2026-08-05,8,62,1,2026-08-05T02:00:00Z
USE-0009-0064,CUST-0009,WS-0009,2026-08-06,3,70,0,2026-08-06T02:00:00Z
USE-0009-0065,CUST-0009,WS-0009,2026-08-07,5,20,1,2026-08-07T02:00:00Z
USE-0009-0066,CUST-0009,WS-0009,2026-08-08,5,20,2,2026-08-08T02:00:00Z
USE-0009-0067,CUST-0009,WS-0009,2026-08-09,3,14,1,2026-08-09T02:00:00Z
USE-0009-0068,CUST-0009,WS-0009,2026-08-10,6,23,0,2026-08-10T02:00:00Z
USE-0009-0069,CUST-0009,WS-0009,2026-08-11,3,42,1,2026-08-11T02:00:00Z
USE-0009-0070,CUST-0009,WS-0009,2026-08-12,3,70,1,2026-08-12T02:00:00Z
USE-0009-0071,CUST-0009,WS-0009,2026-08-13,0,30,0,2026-08-13T02:00:00Z
USE-0009-0072,CUST-0009,WS-0009,2026-08-14,1,86,0,2026-08-14T02:00:00Z
USE-0009-0073,CUST-0009,WS-0009,2026-08-15,9,66,1,2026-08-15T02:00:00Z
USE-0009-0074,CUST-0009,WS-0009,2026-08-16,3,70,1,2026-08-16T02:00:00Z
USE-0009-0075,CUST-0009,WS-0009,2026-08-17,6,116,2,2026-08-17T02:00:00Z
USE-0009-0076,CUST-0009,WS-0009,2026-08-18,5,80,1,2026-08-18T02:00:00Z
USE-0009-0077,CUST-0009,WS-0009,2026-08-19,5,110,1,2026-08-19T02:00:00Z
USE-0009-0078,CUST-0009,WS-0009,2026-08-20,1,86,1,2026-08-20T02:00:00Z
USE-0009-0079,CUST-0009,WS-0009,2026-08-21,3,70,1,2026-08-21T02:00:00Z
USE-0009-0080,CUST-0009,WS-0009,2026-08-22,6,23,2,2026-08-22T02:00:00Z
USE-0009-0081,CUST-0009,WS-0009,2026-08-23,3,42,0,2026-08-23T02:00:00Z
USE-0009-0082,CUST-0009,WS-0009,2026-08-24,4,104,1,2026-08-24T02:00:00Z
USE-0009-0083,CUST-0009,WS-0009,2026-08-25,2,38,1,2026-08-25T02:00:00Z
USE-0009-0084,CUST-0009,WS-0009,2026-08-26,3,98,2,2026-08-26T02:00:00Z
USE-0009-0085,CUST-0009,WS-0009,2026-08-27,3,98,2,2026-08-27T02:00:00Z
USE-0009-0086,CUST-0009,WS-0009,2026-08-28,5,80,1,2026-08-28T02:00:00Z
USE-0009-0087,CUST-0009,WS-0009,2026-08-29,7,122,0,2026-08-29T02:00:00Z
USE-0009-0088,CUST-0009,WS-0009,2026-08-30,5,50,0,2026-08-30T02:00:00Z
USE-0009-0089,CUST-0009,WS-0009,2026-08-31,8,128,0,2026-08-31T02:00:00Z
USE-0009-0090,CUST-0009,WS-0009,2026-09-01,8,29,2,2026-09-01T02:00:00Z
USE-0010-0001,CUST-0010,WS-0010,2026-06-04,27,81,0,2026-06-04T02:00:00Z
USE-0010-0002,CUST-0010,WS-0010,2026-06-05,32,128,2,2026-06-05T02:00:00Z
USE-0010-0003,CUST-0010,WS-0010,2026-06-06,29,87,2,2026-06-06T02:00:00Z
USE-0010-0004,CUST-0010,WS-0010,2026-06-07,28,84,0,2026-06-07T02:00:00Z
USE-0010-0005,CUST-0010,WS-0010,2026-06-08,34,204,1,2026-06-08T02:00:00Z
USE-0010-0006,CUST-0010,WS-0010,2026-06-09,26,156,2,2026-06-09T02:00:00Z
USE-0010-0007,CUST-0010,WS-0010,2026-06-10,33,99,0,2026-06-10T02:00:00Z
USE-0010-0008,CUST-0010,WS-0010,2026-06-11,34,204,0,2026-06-11T02:00:00Z
USE-0010-0009,CUST-0010,WS-0010,2026-06-12,26,130,2,2026-06-12T02:00:00Z
USE-0010-0010,CUST-0010,WS-0010,2026-06-13,30,90,2,2026-06-13T02:00:00Z
USE-0010-0011,CUST-0010,WS-0010,2026-06-14,32,128,0,2026-06-14T02:00:00Z
USE-0010-0012,CUST-0010,WS-0010,2026-06-15,27,108,0,2026-06-15T02:00:00Z
USE-0010-0013,CUST-0010,WS-0010,2026-06-16,29,145,1,2026-06-16T02:00:00Z
USE-0010-0014,CUST-0010,WS-0010,2026-06-17,30,180,0,2026-06-17T02:00:00Z
USE-0010-0015,CUST-0010,WS-0010,2026-06-18,31,186,1,2026-06-18T02:00:00Z
USE-0010-0016,CUST-0010,WS-0010,2026-06-19,35,140,2,2026-06-19T02:00:00Z
USE-0010-0017,CUST-0010,WS-0010,2026-06-20,29,145,2,2026-06-20T02:00:00Z
USE-0010-0018,CUST-0010,WS-0010,2026-06-21,27,81,0,2026-06-21T02:00:00Z
USE-0010-0019,CUST-0010,WS-0010,2026-06-22,32,192,1,2026-06-22T02:00:00Z
USE-0010-0020,CUST-0010,WS-0010,2026-06-23,34,204,0,2026-06-23T02:00:00Z
USE-0010-0021,CUST-0010,WS-0010,2026-06-24,26,104,0,2026-06-24T02:00:00Z
USE-0010-0022,CUST-0010,WS-0010,2026-06-25,33,198,2,2026-06-25T02:00:00Z
USE-0010-0023,CUST-0010,WS-0010,2026-06-26,31,93,2,2026-06-26T02:00:00Z
USE-0010-0024,CUST-0010,WS-0010,2026-06-27,26,104,0,2026-06-27T02:00:00Z
USE-0010-0025,CUST-0010,WS-0010,2026-06-28,35,210,1,2026-06-28T02:00:00Z
USE-0010-0026,CUST-0010,WS-0010,2026-06-29,26,78,2,2026-06-29T02:00:00Z
USE-0010-0027,CUST-0010,WS-0010,2026-06-30,30,90,0,2026-06-30T02:00:00Z
USE-0010-0028,CUST-0010,WS-0010,2026-07-01,31,93,0,2026-07-01T02:00:00Z
USE-0010-0029,CUST-0010,WS-0010,2026-07-02,35,140,2,2026-07-02T02:00:00Z
USE-0010-0030,CUST-0010,WS-0010,2026-07-03,32,96,1,2026-07-03T02:00:00Z
USE-0010-0031,CUST-0010,WS-0010,2026-07-04,28,112,2,2026-07-04T02:00:00Z
USE-0010-0032,CUST-0010,WS-0010,2026-07-05,32,160,1,2026-07-05T02:00:00Z
USE-0010-0033,CUST-0010,WS-0010,2026-07-06,28,84,2,2026-07-06T02:00:00Z
USE-0010-0034,CUST-0010,WS-0010,2026-07-07,31,93,0,2026-07-07T02:00:00Z
USE-0010-0035,CUST-0010,WS-0010,2026-07-08,32,128,0,2026-07-08T02:00:00Z
USE-0010-0036,CUST-0010,WS-0010,2026-07-09,31,186,1,2026-07-09T02:00:00Z
USE-0010-0037,CUST-0010,WS-0010,2026-07-10,26,130,1,2026-07-10T02:00:00Z
USE-0010-0038,CUST-0010,WS-0010,2026-07-11,33,132,1,2026-07-11T02:00:00Z
USE-0010-0039,CUST-0010,WS-0010,2026-07-12,34,204,1,2026-07-12T02:00:00Z
USE-0010-0040,CUST-0010,WS-0010,2026-07-13,28,168,0,2026-07-13T02:00:00Z
USE-0010-0041,CUST-0010,WS-0010,2026-07-14,35,175,0,2026-07-14T02:00:00Z
USE-0010-0042,CUST-0010,WS-0010,2026-07-15,27,81,1,2026-07-15T02:00:00Z
USE-0010-0043,CUST-0010,WS-0010,2026-07-16,28,168,2,2026-07-16T02:00:00Z
USE-0010-0044,CUST-0010,WS-0010,2026-07-17,28,168,1,2026-07-17T02:00:00Z
USE-0010-0045,CUST-0010,WS-0010,2026-07-18,31,93,0,2026-07-18T02:00:00Z
USE-0010-0046,CUST-0010,WS-0010,2026-07-19,26,130,1,2026-07-19T02:00:00Z
USE-0010-0047,CUST-0010,WS-0010,2026-07-20,31,155,0,2026-07-20T02:00:00Z
USE-0010-0048,CUST-0010,WS-0010,2026-07-21,28,84,0,2026-07-21T02:00:00Z
USE-0010-0049,CUST-0010,WS-0010,2026-07-22,32,192,2,2026-07-22T02:00:00Z
USE-0010-0050,CUST-0010,WS-0010,2026-07-23,34,204,0,2026-07-23T02:00:00Z
USE-0010-0051,CUST-0010,WS-0010,2026-07-24,26,78,1,2026-07-24T02:00:00Z
USE-0010-0052,CUST-0010,WS-0010,2026-07-25,34,102,2,2026-07-25T02:00:00Z
USE-0010-0053,CUST-0010,WS-0010,2026-07-26,35,175,1,2026-07-26T02:00:00Z
USE-0010-0054,CUST-0010,WS-0010,2026-07-27,26,130,1,2026-07-27T02:00:00Z
USE-0010-0055,CUST-0010,WS-0010,2026-07-28,32,96,2,2026-07-28T02:00:00Z
USE-0010-0056,CUST-0010,WS-0010,2026-07-29,34,136,2,2026-07-29T02:00:00Z
USE-0010-0057,CUST-0010,WS-0010,2026-07-30,34,136,2,2026-07-30T02:00:00Z
USE-0010-0058,CUST-0010,WS-0010,2026-07-31,32,128,0,2026-07-31T02:00:00Z
USE-0010-0059,CUST-0010,WS-0010,2026-08-01,30,150,1,2026-08-01T02:00:00Z
USE-0010-0060,CUST-0010,WS-0010,2026-08-02,33,132,0,2026-08-02T02:00:00Z
USE-0010-0061,CUST-0010,WS-0010,2026-08-03,28,168,1,2026-08-03T02:00:00Z
USE-0010-0062,CUST-0010,WS-0010,2026-08-04,32,160,1,2026-08-04T02:00:00Z
USE-0010-0063,CUST-0010,WS-0010,2026-08-05,27,135,1,2026-08-05T02:00:00Z
USE-0010-0064,CUST-0010,WS-0010,2026-08-06,29,174,2,2026-08-06T02:00:00Z
USE-0010-0065,CUST-0010,WS-0010,2026-08-07,35,140,1,2026-08-07T02:00:00Z
USE-0010-0066,CUST-0010,WS-0010,2026-08-08,27,108,1,2026-08-08T02:00:00Z
USE-0010-0067,CUST-0010,WS-0010,2026-08-09,26,156,1,2026-08-09T02:00:00Z
USE-0010-0068,CUST-0010,WS-0010,2026-08-10,35,210,1,2026-08-10T02:00:00Z
USE-0010-0069,CUST-0010,WS-0010,2026-08-11,33,165,1,2026-08-11T02:00:00Z
USE-0010-0070,CUST-0010,WS-0010,2026-08-12,35,140,1,2026-08-12T02:00:00Z
USE-0010-0071,CUST-0010,WS-0010,2026-08-13,31,124,1,2026-08-13T02:00:00Z
USE-0010-0072,CUST-0010,WS-0010,2026-08-14,31,124,1,2026-08-14T02:00:00Z
USE-0010-0073,CUST-0010,WS-0010,2026-08-15,31,155,2,2026-08-15T02:00:00Z
USE-0010-0074,CUST-0010,WS-0010,2026-08-16,33,132,1,2026-08-16T02:00:00Z
USE-0010-0075,CUST-0010,WS-0010,2026-08-17,32,160,1,2026-08-17T02:00:00Z
USE-0010-0076,CUST-0010,WS-0010,2026-08-18,31,93,2,2026-08-18T02:00:00Z
USE-0010-0077,CUST-0010,WS-0010,2026-08-19,29,116,2,2026-08-19T02:00:00Z
USE-0010-0078,CUST-0010,WS-0010,2026-08-20,34,102,2,2026-08-20T02:00:00Z
USE-0010-0079,CUST-0010,WS-0010,2026-08-21,33,132,1,2026-08-21T02:00:00Z
USE-0010-0080,CUST-0010,WS-0010,2026-08-22,30,90,1,2026-08-22T02:00:00Z
USE-0010-0081,CUST-0010,WS-0010,2026-08-23,33,132,2,2026-08-23T02:00:00Z
USE-0010-0082,CUST-0010,WS-0010,2026-08-24,30,120,1,2026-08-24T02:00:00Z
USE-0010-0083,CUST-0010,WS-0010,2026-08-25,28,168,1,2026-08-25T02:00:00Z
USE-0010-0084,CUST-0010,WS-0010,2026-08-26,27,162,2,2026-08-26T02:00:00Z
USE-0010-0085,CUST-0010,WS-0010,2026-08-27,33,198,2,2026-08-27T02:00:00Z
USE-0010-0086,CUST-0010,WS-0010,2026-08-28,34,204,2,2026-08-28T02:00:00Z
USE-0010-0087,CUST-0010,WS-0010,2026-08-29,26,130,2,2026-08-29T02:00:00Z
USE-0010-0088,CUST-0010,WS-0010,2026-08-30,34,102,0,2026-08-30T02:00:00Z
USE-0010-0089,CUST-0010,WS-0010,2026-08-31,29,145,0,2026-08-31T02:00:00Z
USE-0010-0090,CUST-0010,WS-0010,2026-09-01,35,105,2,2026-09-01T02:00:00Z
USE-0011-0001,CUST-0011,WS-0011,2026-06-04,33,165,1,2026-06-04T02:00:00Z
USE-0011-0002,CUST-0011,WS-0011,2026-06-05,28,84,0,2026-06-05T02:00:00Z
USE-0011-0003,CUST-0011,WS-0011,2026-06-06,31,124,2,2026-06-06T02:00:00Z
USE-0011-0004,CUST-0011,WS-0011,2026-06-07,35,140,1,2026-06-07T02:00:00Z
USE-0011-0005,CUST-0011,WS-0011,2026-06-08,32,192,1,2026-06-08T02:00:00Z
USE-0011-0006,CUST-0011,WS-0011,2026-06-09,36,144,1,2026-06-09T02:00:00Z
USE-0011-0007,CUST-0011,WS-0011,2026-06-10,27,162,0,2026-06-10T02:00:00Z
USE-0011-0008,CUST-0011,WS-0011,2026-06-11,31,186,0,2026-06-11T02:00:00Z
USE-0011-0009,CUST-0011,WS-0011,2026-06-12,28,112,1,2026-06-12T02:00:00Z
USE-0011-0010,CUST-0011,WS-0011,2026-06-13,31,155,1,2026-06-13T02:00:00Z
USE-0011-0011,CUST-0011,WS-0011,2026-06-14,30,180,1,2026-06-14T02:00:00Z
USE-0011-0012,CUST-0011,WS-0011,2026-06-15,34,102,1,2026-06-15T02:00:00Z
USE-0011-0013,CUST-0011,WS-0011,2026-06-16,34,170,0,2026-06-16T02:00:00Z
USE-0011-0014,CUST-0011,WS-0011,2026-06-17,31,93,2,2026-06-17T02:00:00Z
USE-0011-0015,CUST-0011,WS-0011,2026-06-18,28,84,1,2026-06-18T02:00:00Z
USE-0011-0016,CUST-0011,WS-0011,2026-06-19,28,112,2,2026-06-19T02:00:00Z
USE-0011-0017,CUST-0011,WS-0011,2026-06-20,30,120,2,2026-06-20T02:00:00Z
USE-0011-0018,CUST-0011,WS-0011,2026-06-21,29,145,2,2026-06-21T02:00:00Z
USE-0011-0019,CUST-0011,WS-0011,2026-06-22,33,198,0,2026-06-22T02:00:00Z
USE-0011-0020,CUST-0011,WS-0011,2026-06-23,33,132,0,2026-06-23T02:00:00Z
USE-0011-0021,CUST-0011,WS-0011,2026-06-24,33,198,0,2026-06-24T02:00:00Z
USE-0011-0022,CUST-0011,WS-0011,2026-06-25,36,144,1,2026-06-25T02:00:00Z
USE-0011-0023,CUST-0011,WS-0011,2026-06-26,36,216,1,2026-06-26T02:00:00Z
USE-0011-0024,CUST-0011,WS-0011,2026-06-27,27,108,0,2026-06-27T02:00:00Z
USE-0011-0025,CUST-0011,WS-0011,2026-06-28,31,93,2,2026-06-28T02:00:00Z
USE-0011-0026,CUST-0011,WS-0011,2026-06-29,28,112,1,2026-06-29T02:00:00Z
USE-0011-0027,CUST-0011,WS-0011,2026-06-30,32,128,1,2026-06-30T02:00:00Z
USE-0011-0028,CUST-0011,WS-0011,2026-07-01,28,140,2,2026-07-01T02:00:00Z
USE-0011-0029,CUST-0011,WS-0011,2026-07-02,34,170,2,2026-07-02T02:00:00Z
USE-0011-0030,CUST-0011,WS-0011,2026-07-03,33,198,2,2026-07-03T02:00:00Z
USE-0011-0031,CUST-0011,WS-0011,2026-07-04,28,140,1,2026-07-04T02:00:00Z
USE-0011-0032,CUST-0011,WS-0011,2026-07-05,34,136,2,2026-07-05T02:00:00Z
USE-0011-0033,CUST-0011,WS-0011,2026-07-06,31,93,2,2026-07-06T02:00:00Z
USE-0011-0034,CUST-0011,WS-0011,2026-07-07,29,145,0,2026-07-07T02:00:00Z
USE-0011-0035,CUST-0011,WS-0011,2026-07-08,30,150,0,2026-07-08T02:00:00Z
USE-0011-0036,CUST-0011,WS-0011,2026-07-09,29,145,2,2026-07-09T02:00:00Z
USE-0011-0037,CUST-0011,WS-0011,2026-07-10,29,174,1,2026-07-10T02:00:00Z
USE-0011-0038,CUST-0011,WS-0011,2026-07-11,36,144,2,2026-07-11T02:00:00Z
USE-0011-0039,CUST-0011,WS-0011,2026-07-12,33,198,0,2026-07-12T02:00:00Z
